"","Precip","Temp","Elev","MaxT","MaxPrec","MinPrec","PrecDiff"
"ATL",133.458713333333,16.2649506666667,278.286063333333,26.2003333333333,14.5406666666667,8.945,5.59566666666667
"BIR",146.808921428571,15.9975357142857,234.076739285714,26.185,15.39,8.47642857142857,6.91357142857143
"BOS",123.184366666667,8.71460113333333,112.651003333333,21.482,13.0976666666667,8.235,4.86266666666667
"DEN",43.0255435714286,9.19084482142857,1704.28535714286,21.1810714285714,7.09821428571429,1.29607142857143,5.80214285714286
"DFW",104.214289285714,18.2952132142857,172.0202,28.7278571428571,14.2964285714286,4.82464285714286,9.47178571428571
"MGB",85.5121873333333,7.6278288,236.146846666667,21.3066666666667,10.9043333333333,2.99833333333333,7.906
"POR",152.816260714286,10.8130824285714,220.211285714286,18.5721428571429,23.8732142857143,2.22928571428571,21.6439285714286
"RAL",119.16595,14.934865,180.040876666667,25.936,11.9296666666667,8.289,3.64066666666667
"SLC",68.0045066666667,9.7272299,1486.79774333333,22.6546666666667,8.30333333333333,2.38966666666667,5.91366666666667
